relation1	relation2	percentage of overlapping predicted edges
Hetionet::GiG::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.5949973882326828
GNBR::B::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.5946847596847601
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5944896563704617
GNBR::E::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.5939340071693017
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::OTHER::Gene:Gene	0.5936619752796227
GNBR::W::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.5933381324557798
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.5929632295808771
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::REACTION::Gene:Gene	0.5928603259485615
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.5927580752580759
Hetionet::GiG::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5924589093397148
Hetionet::GcG::Gene:Gene	STRING::BINDING::Gene:Gene	0.5923254110870215
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.5921732679085625
INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5921598662775136
GNBR::W::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5921489295018711
GNBR::V+::Gene:Gene	STRING::REACTION::Gene:Gene	0.59213802537332
GNBR::W::Gene:Gene	STRING::PTMOD::Gene:Gene	0.5920000261176734
GNBR::H::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.5919312060488536
bioarx::HumGenHumGen:Gene:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.5910809451985926
GNBR::E::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5909474349180237
Hetionet::GcG::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.5909231291584238
Hetionet::GiG::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.590809827427475
INTACT::COLOCALIZATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.5906643030172445
GNBR::E+::Compound:Gene	GNBR::E-::Compound:Gene	0.59043898481979
STRING::REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.590419629390218
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.5903106044282519
GNBR::Q::Gene:Gene	Hetionet::GiG::Gene:Gene	0.5901749884102832
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.5900598378229963
GNBR::Q::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.5899497724497728
GNBR::B::Gene:Gene	Hetionet::CrC::Compound:Compound	0.5898959167767223
