relation1	relation2	percentage of overlapping predicted edges
bioarx::HumGenHumGen:Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.21138518430314093
GNBR::V+::Gene:Gene	GNBR::I::Gene:Gene	0.19885101138971098
STRING::CATALYSIS::Gene:Gene	STRING::PTMOD::Gene:Gene	0.19690925517550895
bioarx::HumGenHumGen:Gene:Gene	Hetionet::GiG::Gene:Gene	0.19499320510930399
STRING::PTMOD::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.19478539863988767
STRING::CATALYSIS::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.1942238987362825
bioarx::HumGenHumGen:Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.19410773780742807
GNBR::N::Compound:Gene	GNBR::E-::Compound:Gene	0.19110917376397246
GNBR::V+::Gene:Gene	GNBR::E+::Gene:Gene	0.1896093457625964
STRING::ACTIVATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.1877295047573685
INTACT::ASSOCIATION::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.18756297795771473
STRING::ACTIVATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.1850072296124927
STRING::REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.18351942261384976
GNBR::V+::Gene:Gene	GNBR::B::Gene:Gene	0.1827032324400745
GNBR::B::Gene:Gene	GNBR::I::Gene:Gene	0.1766116082060353
STRING::INHIBITION::Gene:Gene	STRING::BINDING::Gene:Gene	0.17596258746413543
bioarx::HumGenHumGen:Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.17486652580305825
GNBR::E+::Gene:Gene	GNBR::E::Gene:Gene	0.17293570464623084
STRING::REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.17273018519148547
STRING::CATALYSIS::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.17267878406423293
STRING::BINDING::Gene:Gene	STRING::PTMOD::Gene:Gene	0.1725966688969784
GNBR::Rg::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.1648408540204205
GNBR::V+::Gene:Gene	GNBR::Q::Gene:Gene	0.16447646264983715
INTACT::ASSOCIATION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.1640536957023024
STRING::REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.16161620113632488
DGIDB::INHIBITOR::Gene:Compound	DGIDB::OTHER::Gene:Compound	0.16155267934679693
INTACT::ASSOCIATION::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.1595137636701103
Hetionet::AuG::Anatomy:Gene	Hetionet::AeG::Anatomy:Gene	0.15895717801290551
GNBR::Rg::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.157543963604335
GNBR::Q::Gene:Gene	GNBR::I::Gene:Gene	0.15707907589486525
GNBR::V+::Gene:Gene	GNBR::H::Gene:Gene	0.15657427883434064
bioarx::HumGenHumGen:Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.1536753648827951
GNBR::Rg::Gene:Gene	GNBR::B::Gene:Gene	0.15258327757553747
GNBR::K::Compound:Gene	GNBR::E+::Compound:Gene	0.15050393706740442
bioarx::DrugHumGen:Compound:Gene	DRUGBANK::carrier::Compound:Gene	0.15027809909388842
GNBR::B::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.14858060927720357
DGIDB::INHIBITOR::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.1477126451120258
INTACT::ASSOCIATION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.14606365083145262
GNBR::Q::Gene:Gene	GNBR::B::Gene:Gene	0.14447518683586785
INTACT::COLOCALIZATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.14398479229748565
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.1434617936243322
GNBR::B::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.14279992023800056
bioarx::HumGenHumGen:Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.14153966174863997
Hetionet::GiG::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.14133852731375943
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.14133249791144517
GNBR::B::Gene:Gene	STRING::BINDING::Gene:Gene	0.14092206383228045
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.14024554221148638
GNBR::V+::Gene:Gene	GNBR::Rg::Gene:Gene	0.13911742969792493
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.1385918175391858
GNBR::V+::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.13820346921740095
INTACT::COLOCALIZATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.13778923175207988
GNBR::Rg::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.13577853948596963
GNBR::B::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.13506076654683452
bioarx::HumGenHumGen:Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.13459099294238602
GNBR::Rg::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.13446552845159643
GNBR::E::Compound:Gene	GNBR::E-::Compound:Gene	0.13413713393589538
GNBR::N::Compound:Gene	GNBR::A-::Compound:Gene	0.13398078529657467
DGIDB::OTHER::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.13376561175322774
GNBR::H::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.13334123822513902
DRUGBANK::carrier::Compound:Gene	Hetionet::CbG::Compound:Gene	0.1327660119378385
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.13222057783977278
bioarx::HumGenHumGen:Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.1316806722689074
GNBR::I::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.1303076601760811
GNBR::Q::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.13022738785122676
GNBR::V+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.13000974773420582
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.129942333208587
GNBR::Q::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.12986463570828882
GNBR::B::Gene:Gene	GNBR::E::Gene:Gene	0.1298387938171219
INTACT::COLOCALIZATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.1291915592147789
GNBR::I::Gene:Gene	GNBR::H::Gene:Gene	0.12899528232345558
GNBR::I::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.12886356161897944
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.12860408940904286
GNBR::Rg::Gene:Gene	GNBR::I::Gene:Gene	0.1285041789995349
GNBR::H::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.1283393481303697
STRING::BINDING::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.12833827593115507
GNBR::B::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.1278711012070144
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.12717622676600995
GNBR::B::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.12695336053695175
GNBR::Q::Gene:Gene	GNBR::E+::Gene:Gene	0.12689124772716093
GNBR::Q::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.12593426868968652
DRUGBANK::enzyme::Compound:Gene	DRUGBANK::carrier::Compound:Gene	0.12526802488876784
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.12499626706283042
DRUGBANK::target::Compound:Gene	DRUGBANK::carrier::Compound:Gene	0.12463027856216702
GNBR::V+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.12418033205184892
GNBR::Q::Gene:Gene	GNBR::H::Gene:Gene	0.1240648137552161
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::OTHER::Gene:Compound	0.12379287207460575
GNBR::I::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.12346478942454157
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.1227664277586877
DGIDB::BINDER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.12196747524920891
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.1215570317195703
INTACT::COLOCALIZATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.12130107508590468
GNBR::Rg::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.12088623708592738
Hetionet::GiG::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.11993299614042638
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.11984556980687003
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.11963221075450171
GNBR::L::Gene:Disease	GNBR::X::Gene:Disease	0.11960140736456518
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.11950488967516817
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.11839925983888824
GNBR::V+::Gene:Gene	GNBR::E::Gene:Gene	0.1183604656437473
GNBR::Rg::Gene:Gene	GNBR::E+::Gene:Gene	0.11807717823971683
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.11802110857838405
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.11774574067143714
GNBR::B::Gene:Gene	Hetionet::GiG::Gene:Gene	0.11771683596760979
GNBR::L::Gene:Disease	GNBR::G::Gene:Disease	0.1176401599776212
Hetionet::GiG::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.11683616091510815
STRING::INHIBITION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.11662686127082403
DRUGBANK::treats::Compound:Disease	GNBR::T::Compound:Disease	0.1164122264044863
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.11632856651432491
GNBR::V+::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.11629768236579373
GNBR::I::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.11594626649580199
Hetionet::GiG::Gene:Gene	STRING::BINDING::Gene:Gene	0.11572065533365831
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.1153129146395399
GNBR::L::Gene:Disease	GNBR::J::Gene:Disease	0.11454435485395231
GNBR::Y::Gene:Disease	GNBR::Te::Gene:Disease	0.1134624311017499
GNBR::B::Gene:Gene	STRING::REACTION::Gene:Gene	0.11343611668689055
DGIDB::INHIBITOR::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.11329346178417378
GNBR::J::Gene:Disease	GNBR::Te::Gene:Disease	0.11318755977424697
GNBR::I::Gene:Gene	Hetionet::GiG::Gene:Gene	0.11300985306403252
DGIDB::OTHER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.11276941840409326
Hetionet::GiG::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.11253132832080193
INTACT::COLOCALIZATION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.11237127509573323
GNBR::H::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.11196449834994716
GNBR::Q::Gene:Gene	GNBR::E::Gene:Gene	0.11123370265785118
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.11109509255794076
GNBR::V+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.110836678801075
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTAGONIST::Gene:Compound	0.11025547465949932
GNBR::Rg::Gene:Gene	Hetionet::GiG::Gene:Gene	0.11008988345675644
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.1098622782446311
INTACT::COLOCALIZATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.10940586761020192
GNBR::B::Gene:Gene	STRING::PTMOD::Gene:Gene	0.10874097007223935
GNBR::I::Gene:Gene	GNBR::E+::Gene:Gene	0.10849734630694371
INTACT::COLOCALIZATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.10834471170384476
DGIDB::BINDER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.107770604868128
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.10750732411723118
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.10726581725807723
GNBR::B::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.10707703459251437
GNBR::E+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.10704563066792158
DGIDB::INHIBITOR::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.10695737269266678
GNBR::Q::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.10675188158934282
GNBR::E+::Compound:Gene	GNBR::E-::Compound:Gene	0.10663406253189528
DGIDB::OTHER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.10648221231812555
GNBR::I::Gene:Gene	STRING::BINDING::Gene:Gene	0.1064374170720919
bioarx::HumGenHumGen:Gene:Gene	GNBR::V+::Gene:Gene	0.10444931143847541
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.10402501351417753
GNBR::G::Gene:Disease	GNBR::X::Gene:Disease	0.1038604618635578
bioarx::HumGenHumGen:Gene:Gene	STRING::PTMOD::Gene:Gene	0.10369317902599624
bioarx::HumGenHumGen:Gene:Gene	GNBR::Rg::Gene:Gene	0.10298081175790146
GNBR::Rg::Gene:Gene	STRING::BINDING::Gene:Gene	0.10276618204636775
GNBR::Q::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.10267649704956198
bioarx::HumGenHumGen:Gene:Gene	GNBR::I::Gene:Gene	0.10251105705440063
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.10223903461519553
bioarx::HumGenHumGen:Gene:Gene	STRING::INHIBITION::Gene:Gene	0.10214138286893695
bioarx::HumGenHumGen:Gene:Gene	GNBR::B::Gene:Gene	0.10192891731591411
bioarx::HumGenHumGen:Gene:Gene	GNBR::H::Gene:Gene	0.1017620313982542
GNBR::B::Gene:Gene	GNBR::H::Gene:Gene	0.10161568136026335
GNBR::H::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.10093690107621989
GNBR::K::Compound:Gene	GNBR::E-::Compound:Gene	0.1008770984777176
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.10079748768603253
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.10064622340164125
GNBR::Te::Gene:Disease	GNBR::X::Gene:Disease	0.09994294748938704
bioarx::HumGenHumGen:Gene:Gene	GNBR::Q::Gene:Gene	0.09988844660671276
bioarx::DrugHumGen:Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.09962270873261575
GNBR::V+::Gene:Gene	STRING::PTMOD::Gene:Gene	0.09954494078333082
GNBR::Q::Gene:Gene	GNBR::Rg::Gene:Gene	0.09945225998631563
GNBR::H::Gene:Gene	Hetionet::GiG::Gene:Gene	0.09945206152636482
DGIDB::AGONIST::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.09937625927564005
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.09927367438203345
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.09914253960693578
Hetionet::CbG::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.09909995577178231
STRING::REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.0988793061084082
GNBR::V+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.09882704498803557
GNBR::Rg::Gene:Gene	STRING::PTMOD::Gene:Gene	0.09877438694776149
GNBR::Y::Gene:Disease	GNBR::X::Gene:Disease	0.09846609358993254
GNBR::V+::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.0979620620177895
bioarx::HumGenHumGen:Gene:Gene	STRING::BINDING::Gene:Gene	0.0977743378052975
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.09755138222630476
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.0975095355281113
INTACT::COLOCALIZATION::Gene:Gene	STRING::REACTION::Gene:Gene	0.09746149876954821
GNBR::H::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.09737549945754273
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.09727574025561633
DGIDB::BLOCKER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.09709030305779524
GNBR::Y::Gene:Disease	GNBR::G::Gene:Disease	0.09705894638557169
GNBR::Rg::Gene:Gene	GNBR::E::Gene:Gene	0.09701061666231939
GNBR::I::Gene:Gene	GNBR::E::Gene:Gene	0.09670082067914879
GNBR::Rg::Gene:Gene	GNBR::H::Gene:Gene	0.09649388365332628
Hetionet::CrC::Compound:Compound	INTACT::DIRECT INTERACTION::Gene:Gene	0.09641215080069561
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.09637107474568764
GNBR::L::Gene:Disease	GNBR::Y::Gene:Disease	0.09607698545005039
GNBR::I::Gene:Gene	STRING::REACTION::Gene:Gene	0.09596203933665227
GNBR::J::Gene:Disease	GNBR::G::Gene:Disease	0.09595019789292226
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.09590515693456865
GNBR::B::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.09535333431618252
GNBR::B::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.09532716595410089
GNBR::Q::Gene:Gene	STRING::OTHER::Gene:Gene	0.09528751176583984
GNBR::N::Compound:Gene	GNBR::K::Compound:Gene	0.0952162268416138
GNBR::H::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.09520332694481291
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.09517637419340201
DGIDB::OTHER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.09489749071018418
GNBR::J::Gene:Disease	GNBR::X::Gene:Disease	0.09481534719150812
GNBR::Te::Gene:Disease	GNBR::G::Gene:Disease	0.09478458589913692
bioarx::HumGenHumGen:Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.09436982350295037
GNBR::E::Compound:Gene	GNBR::N::Compound:Gene	0.09418595508378784
GNBR::V+::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.09404368765049873
INTACT::COLOCALIZATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.09357260988065934
GNBR::J::Gene:Disease	GNBR::Md::Gene:Disease	0.09352698299292721
STRING::CATALYSIS::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.0933122020738119
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.09327013801471998
GNBR::V+::Gene:Gene	STRING::REACTION::Gene:Gene	0.09306902248078712
GNBR::I::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.09280394613985939
GNBR::I::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.09263435738667929
GNBR::Rg::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.09234176126590977
INTACT::PROTEIN CLEAVAGE::Gene:Gene	STRING::BINDING::Gene:Gene	0.09220416236670101
GNBR::I::Gene:Gene	STRING::PTMOD::Gene:Gene	0.09211804019853548
DGIDB::OTHER::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.09210914730264573
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.09157398586965142
GNBR::L::Gene:Disease	GNBR::Te::Gene:Disease	0.09138245311619916
GNBR::N::Compound:Gene	Hetionet::CbG::Compound:Gene	0.09136242756211792
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.09124620563475046
GNBR::I::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.09117597916359521
GNBR::Q::Gene:Gene	Hetionet::GiG::Gene:Gene	0.09112093960391164
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.09078623217168102
GNBR::Rg::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.09056578096825768
GNBR::Rg::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.09030296329057938
DGIDB::BINDER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.09018984111863367
INTACT::COLOCALIZATION::Gene:Gene	STRING::OTHER::Gene:Gene	0.0900908663060365
GNBR::V+::Gene:Gene	STRING::BINDING::Gene:Gene	0.0900196569856012
Hetionet::DpS::Disease:Symptom	Hetionet::DlA::Disease:Anatomy	0.08982750995134892
GNBR::B::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.08937392500859989
DGIDB::BINDER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.08920998763878016
GNBR::Y::Gene:Disease	GNBR::J::Gene:Disease	0.08896309400953357
GNBR::Rg::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.08879981817288313
Hetionet::GiG::Gene:Gene	STRING::PTMOD::Gene:Gene	0.08848317059617364
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.08836589021573536
Hetionet::GiG::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.08813811489508079
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.08806509108366688
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.08768833849329198
GNBR::U::Gene:Disease	GNBR::Y::Gene:Disease	0.08764750299580015
INTACT::COLOCALIZATION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.08756592650555492
GNBR::Rg::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.08746604444746853
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::DlA::Disease:Anatomy	0.08713941717037686
GNBR::Te::Gene:Disease	GNBR::Md::Gene:Disease	0.08682365793820895
GNBR::Q::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.08674664602683173
DGIDB::INHIBITOR::Gene:Compound	Hetionet::DpS::Disease:Symptom	0.08655101176773
Hetionet::CrC::Compound:Compound	INTACT::COLOCALIZATION::Gene:Gene	0.08646461038101895
GNBR::Rg::Gene:Gene	STRING::REACTION::Gene:Gene	0.08640051297172036
DGIDB::OTHER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.08631409783886561
GNBR::I::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.08618973905351604
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.08604803864865777
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.08592419963936987
GNBR::V+::Gene:Gene	Hetionet::CrC::Compound:Compound	0.08591798122757865
DGIDB::BINDER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.08561136060362061
GNBR::V+::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0850507395940832
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.08485244975183048
GNBR::V+::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.08452688092780965
GNBR::Q::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.08439132333095176
GNBR::V+::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.08423620325323107
