relation1	relation2	percentage of overlapping predicted edges
GNBR::H::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.47339420383538067
GNBR::V+::Gene:Gene	GNBR::E+::Gene:Gene	0.4682801512213281
GNBR::V+::Gene:Gene	GNBR::Rg::Gene:Gene	0.4642708272120041
GNBR::Rg::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4636471852880525
GNBR::Q::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4628665082767254
GNBR::V+::Gene:Gene	GNBR::H::Gene:Gene	0.4618992282227579
GNBR::Q::Gene:Gene	GNBR::H::Gene:Gene	0.46182255652843907
GNBR::Q::Gene:Gene	GNBR::E+::Gene:Gene	0.46125085269048144
GNBR::Rg::Gene:Gene	GNBR::H::Gene:Gene	0.46045611251493623
GNBR::I::Gene:Gene	GNBR::H::Gene:Gene	0.45857031427464884
GNBR::Rg::Gene:Gene	GNBR::I::Gene:Gene	0.45711291975997886
GNBR::Q::Gene:Gene	GNBR::Rg::Gene:Gene	0.45541169185132047
GNBR::V+::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4544125069976467
GNBR::E+::Gene:Gene	GNBR::H::Gene:Gene	0.4526800323859151
GNBR::V+::Gene:Gene	GNBR::E::Gene:Gene	0.4523954597174415
Hetionet::CrC::Compound:Compound	STRING::EXPRESSION::Gene:Gene	0.45194159985181703
GNBR::B::Gene:Gene	GNBR::E::Gene:Gene	0.45175853558206536
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4495681846533244
INTACT::COLOCALIZATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.44932113637996013
STRING::INHIBITION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.44853119876339725
GNBR::Rg::Gene:Gene	GNBR::B::Gene:Gene	0.4484153875020749
GNBR::E+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4480897860309628
GNBR::B::Gene:Gene	GNBR::I::Gene:Gene	0.448085451700003
GNBR::I::Gene:Gene	GNBR::E+::Gene:Gene	0.44671655142243394
GNBR::I::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4458310763883525
GNBR::H::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.44530673918444846
GNBR::E+::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4447303590802047
bioarx::HumGenHumGen:Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.44229140914125453
GNBR::V+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4420956245337053
GNBR::B::Gene:Gene	GNBR::H::Gene:Gene	0.44202946090717016
GNBR::Q::Gene:Gene	GNBR::I::Gene:Gene	0.44068544974117757
GNBR::I::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4399032623723029
GNBR::Q::Gene:Gene	GNBR::E::Gene:Gene	0.43832269811372
Hetionet::GiG::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.4370974776857133
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.4369572988071441
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.43675626231353787
GNBR::I::Gene:Gene	GNBR::E::Gene:Gene	0.4364174671218018
GNBR::H::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.43623505923041556
GNBR::I::Gene:Gene	Hetionet::CrC::Compound:Compound	0.43282202661459673
bioarx::HumGenHumGen:Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.43239459456951734
GNBR::Q::Gene:Gene	GNBR::B::Gene:Gene	0.43238935471133644
bioarx::HumGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.43114643096841254
GNBR::Rg::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4300685176536571
GNBR::H::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.42946439954953897
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.428975166560306
GNBR::Rg::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4289184422388759
GNBR::V+::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.42753035664026406
GNBR::B::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4272002541661986
INTACT::ASSOCIATION::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.42714002887377533
GNBR::E+::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.42613851748526704
GNBR::Q::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4243836504053224
INTACT::ASSOCIATION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4235233754893202
GNBR::V+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.42346382719447767
GNBR::B::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.42247970553698133
GNBR::E+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.4221226193826814
GNBR::V+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.42134455757520833
INTACT::COLOCALIZATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4210813816386573
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.42019672278186226
GNBR::H::Gene:Gene	GNBR::E::Gene:Gene	0.41988602470800634
GNBR::E::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4191695799900137
GNBR::H::Gene:Gene	Hetionet::CrC::Compound:Compound	0.4183712116916455
bioarx::HumGenHumGen:Gene:Gene	GNBR::V+::Gene:Gene	0.41826332508221076
GNBR::Rg::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.41811147143190525
GNBR::I::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.4180887043812744
GNBR::Rg::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.4175821967849834
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.41734146142814915
GNBR::B::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.41509928753736813
GNBR::E::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4146124704329041
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.4145835287863154
bioarx::HumGenHumGen:Gene:Gene	Hetionet::GiG::Gene:Gene	0.41443648628633156
INTACT::COLOCALIZATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.4143188261686715
GNBR::B::Gene:Gene	Hetionet::CrC::Compound:Compound	0.41392880339474786
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.412894837360782
GNBR::Q::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.4118445838647078
bioarx::HumGenHumGen:Gene:Gene	GNBR::B::Gene:Gene	0.4116258165638972
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.4105557754938562
GNBR::B::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.40964075913766346
GNBR::E+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.4083007386490359
INTACT::ASSOCIATION::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.4078003240309745
GNBR::I::Gene:Gene	Hetionet::GiG::Gene:Gene	0.4070682009768701
Hetionet::GiG::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.40503116938101463
GNBR::E+::Gene:Gene	GNBR::W::Gene:Gene	0.40498137053864647
STRING::REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.40410977825064537
GNBR::Q::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.40324679276691683
bioarx::HumGenHumGen:Gene:Gene	GNBR::E+::Gene:Gene	0.4017938064687292
INTACT::COLOCALIZATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.4010464861935453
bioarx::HumGenHumGen:Gene:Gene	GNBR::Rg::Gene:Gene	0.4009341020176936
bioarx::HumGenHumGen:Gene:Gene	GNBR::I::Gene:Gene	0.39965696841857834
bioarx::HumGenHumGen:Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3976002050924652
GNBR::Q::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3972024011420297
GNBR::H::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3963370934191371
Hetionet::GiG::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3962928892572857
GNBR::V+::Gene:Gene	GNBR::W::Gene:Gene	0.39610486177049686
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3957643251141705
Hetionet::CrC::Compound:Compound	INTACT::DIRECT INTERACTION::Gene:Gene	0.39547746285362395
GNBR::B::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3944331605786715
GNBR::V+::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3941257383827043
Hetionet::GiG::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3940304501140416
GNBR::I::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.39399414998486226
GNBR::E+::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.39381315880541906
GNBR::Q::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.39377152173591834
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3936083928111794
GNBR::H::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.39317580682131775
GNBR::V+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3930626837902381
GNBR::I::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.39267443255059353
INTACT::COLOCALIZATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3909509891553236
GNBR::E::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3908675749774823
STRING::INHIBITION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.39083769515658084
bioarx::HumGenHumGen:Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.39059411520711845
GNBR::E::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3889501502968998
GNBR::I::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3882289356670164
bioarx::HumGenHumGen:Gene:Gene	Hetionet::CrC::Compound:Compound	0.38818014802534945
bioarx::HumGenHumGen:Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.38741960997378977
bioarx::HumGenHumGen:Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3871055243346266
GNBR::Rg::Gene:Gene	Hetionet::GiG::Gene:Gene	0.38702926072895133
GNBR::B::Gene:Gene	GNBR::W::Gene:Gene	0.38647024114516393
GNBR::B::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3846013704218041
bioarx::HumGenHumGen:Gene:Gene	GNBR::H::Gene:Gene	0.3843670665419892
GNBR::V+::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.38430487726927376
GNBR::Q::Gene:Gene	Hetionet::GiG::Gene:Gene	0.38375635286626014
GNBR::E::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.3823684270665697
GNBR::B::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3818612948798708
GNBR::Rg::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3812559903117181
GNBR::Rg::Gene:Gene	GNBR::W::Gene:Gene	0.3811188115290286
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3809538569445693
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3808509747906036
GNBR::E+::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.38031836928121765
GNBR::Q::Gene:Gene	GNBR::W::Gene:Gene	0.37897846391654466
bioarx::HumGenHumGen:Gene:Gene	GNBR::Q::Gene:Gene	0.37879717375847405
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.378424503772801
GNBR::H::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3780459607471993
INTACT::PROTEIN CLEAVAGE::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3772831331035667
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.37697372029415377
GNBR::V+::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.37693182548445714
GNBR::Q::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3766623031251516
GNBR::V+::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3756277451478691
GNBR::Rg::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3754443260557814
GNBR::E+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.37536033368076743
GNBR::W::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3753006505018891
GNBR::H::Gene:Gene	GNBR::W::Gene:Gene	0.37523071184061896
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3741856088527916
GNBR::Rg::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.37398864551341354
Hetionet::GiG::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.37348793707152844
GNBR::V+::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.37337265503674183
STRING::BINDING::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3732508289783832
INTACT::ASSOCIATION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.37314318808126856
STRING::INHIBITION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3731356457440049
Hetionet::CrC::Compound:Compound	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.37293902090341746
GNBR::I::Gene:Gene	GNBR::W::Gene:Gene	0.37280700036118025
Hetionet::CrC::Compound:Compound	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3722765375319556
GNBR::E::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.37209742356027214
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3717019006105695
GNBR::H::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.37129023195586675
Hetionet::GiG::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3706600133612518
bioarx::HumGenHumGen:Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.37017250637219684
GNBR::Rg::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.369778733478424
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.36917810088088737
GNBR::E+::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3691417156974434
Hetionet::CrC::Compound:Compound	INTACT::COLOCALIZATION::Gene:Gene	0.3691128711329952
GNBR::B::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.36673852549239555
GNBR::N::Compound:Gene	GNBR::E-::Compound:Gene	0.366707226382149
GNBR::K::Compound:Gene	GNBR::E+::Compound:Gene	0.36603584238259157
GNBR::W::Gene:Gene	GNBR::E::Gene:Gene	0.3654954196130668
bioarx::HumGenHumGen:Gene:Gene	GNBR::W::Gene:Gene	0.3654454077054698
bioarx::HumGenHumGen:Gene:Gene	GNBR::E::Gene:Gene	0.36537187786413805
GNBR::H::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3652867548687984
GNBR::B::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.364518600594452
GNBR::Rg::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3628400314855425
GNBR::B::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.36263378262604284
GNBR::Rg::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.36159550717600253
INTACT::ASSOCIATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.36152739761098884
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.36113682327304625
GNBR::I::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.35949987405095757
GNBR::Q::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.35946473718919536
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3593071754526862
STRING::ACTIVATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.35837481833611873
GNBR::E+::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3579958878410892
GNBR::Q::Gene:Gene	STRING::BINDING::Gene:Gene	0.35783461035009045
GNBR::H::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.35732355363934326
GNBR::E::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3570587367568793
GNBR::H::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.35621825456964773
GNBR::B::Gene:Gene	STRING::BINDING::Gene:Gene	0.3551423679519656
GNBR::Q::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.35467942875837616
Hetionet::GiG::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.35462206008645636
GNBR::E+::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.35388062316080904
GNBR::H::Gene:Gene	STRING::BINDING::Gene:Gene	0.3538734167449338
GNBR::E::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3530841363658703
GNBR::N::Compound:Gene	GNBR::A-::Compound:Gene	0.35228560998684844
INTACT::UBIQUITINATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.35139173691805276
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3508404615680158
GNBR::E::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.35079425304657513
GNBR::I::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3502455980551957
GNBR::V+::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.34918442152962276
INTACT::ASSOCIATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.34828416595444467
bioarx::HumGenHumGen:Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3481702078451304
GNBR::W::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.348068303385641
GNBR::W::Gene:Gene	Hetionet::CrC::Compound:Compound	0.34784502133573353
GNBR::W::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3476968937495255
INTACT::COLOCALIZATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.34726673137663844
INTACT::UBIQUITINATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.34701687545340787
Hetionet::CrC::Compound:Compound	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3464146294022455
bioarx::DrugHumGen:Compound:Gene	DRUGBANK::enzyme::Compound:Gene	0.34620119216868434
GNBR::Rg::Gene:Gene	STRING::BINDING::Gene:Gene	0.34551296141079446
Hetionet::GiG::Gene:Gene	Hetionet::CrC::Compound:Compound	0.3444440595524189
GNBR::I::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3440695570339533
INTACT::ASSOCIATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.34396280877705027
GNBR::W::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.34332122040326374
GNBR::E::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.34259558552902214
GNBR::V+::Gene:Gene	STRING::BINDING::Gene:Gene	0.34252645359456524
GNBR::I::Gene:Gene	STRING::BINDING::Gene:Gene	0.34055723000769456
GNBR::W::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3404942108115484
Hetionet::GiG::Gene:Gene	STRING::BINDING::Gene:Gene	0.33998873933084467
GNBR::Q::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.33995097953302283
INTACT::COLOCALIZATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3399382059289181
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.33971953571024777
INTACT::ASSOCIATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.33839715667889025
STRING::REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.3362267539821718
INTACT::PROTEIN CLEAVAGE::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3361031813044197
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3355735758909133
Hetionet::CrC::Compound:Compound	INTACT::ASSOCIATION::Gene:Gene	0.334572557645313
GNBR::W::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3343368095612677
STRING::REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.33394060875485027
Hetionet::CrC::Compound:Compound	Hetionet::GcG::Gene:Gene	0.3322473158076874
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.33180612129528525
Hetionet::CrC::Compound:Compound	STRING::INHIBITION::Gene:Gene	0.33134902936760535
GNBR::W::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.3298332249106242
GNBR::W::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.32922862139580394
GNBR::E::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3291612695869662
GNBR::E+::Gene:Gene	STRING::BINDING::Gene:Gene	0.3291269815495822
INTACT::ASSOCIATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.32844837309233577
GNBR::B::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.3265354408233663
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3264475995280947
GNBR::E+::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.32640570557753207
GNBR::E::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.324768906703891
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.32466796962926986
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::REACTION::Gene:Gene	0.3239330294748249
GNBR::I::Gene:Gene	STRING::REACTION::Gene:Gene	0.3234763370444484
STRING::REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.32329792498523136
Hetionet::CrC::Compound:Compound	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.321246970263998
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3203799210765155
INTACT::UBIQUITINATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3201018047999471
bioarx::HumGenHumGen:Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3194532746235531
GNBR::V+::Gene:Gene	STRING::REACTION::Gene:Gene	0.31880994220777487
Hetionet::CrC::Compound:Compound	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.31861436551065025
GNBR::W::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3178229553384352
INTACT::ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3173024464355732
GNBR::Q::Gene:Gene	STRING::REACTION::Gene:Gene	0.31675297526690693
GNBR::H::Gene:Gene	Hetionet::GcG::Gene:Gene	0.31669005916683934
GNBR::B::Gene:Gene	STRING::REACTION::Gene:Gene	0.3159682740719891
STRING::ACTIVATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.31596797681162986
GNBR::V+::Gene:Gene	Hetionet::GcG::Gene:Gene	0.31533351495425793
GNBR::W::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3145972397055986
GNBR::E+::Gene:Gene	Hetionet::GcG::Gene:Gene	0.3138198652053141
DRUGBANK::enzyme::Compound:Gene	Hetionet::CbG::Compound:Gene	0.31352728540809
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.31318804088927904
GNBR::Rg::Gene:Gene	Hetionet::GcG::Gene:Gene	0.3126171463555366
GNBR::E+::Gene:Gene	STRING::REACTION::Gene:Gene	0.31115829560875985
GNBR::V+::Gene:Gene	STRING::OTHER::Gene:Gene	0.31064616412139634
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3105934974897824
GNBR::Rg::Gene:Gene	STRING::REACTION::Gene:Gene	0.30931706064832987
INTACT::COLOCALIZATION::Gene:Gene	STRING::OTHER::Gene:Gene	0.30859624981142003
