relation_1	relation_2	pair-wise relation embedding cosine similarity
GNBR::T::Compound:Disease	Hetionet::DaG::Disease:Gene	0.15791068971157074
GNBR::Z::Compound:Gene	Hetionet::GpCC::Gene:Cellular Component	0.15779152512550354
GNBR::E-::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.1577497273683548
Hetionet::DpS::Disease:Symptom	STRING::CATALYSIS::Gene:Gene	0.1573137491941452
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::E::Compound:Gene	0.15693745017051697
GNBR::X::Gene:Disease	GNBR::in_tax::Gene:Tax	0.1567312628030777
GNBR::in_tax::Gene:Tax	Hetionet::AuG::Anatomy:Gene	0.15663157403469086
GNBR::Pr::Compound:Disease	GNBR::U::Gene:Disease	0.15660418570041656
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.15654663741588593
GNBR::E+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.15564888715744019
Hetionet::DdG::Disease:Gene	STRING::BINDING::Gene:Gene	0.15536554157733917
Hetionet::AeG::Anatomy:Gene	INTACT::ASSOCIATION::Gene:Gene	0.15506966412067413
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::Pr::Compound:Disease	0.15506307780742645
bioarx::Covid2_acc_host_gene::Disease:Gene	GNBR::Pa::Compound:Disease	0.1549721658229828
DGIDB::BLOCKER::Gene:Compound	GNBR::E::Gene:Gene	0.1543378382921219
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	DRUGBANK::x-atc::Compound:Atc	0.1541752964258194
DGIDB::PARTIAL AGONIST::Gene:Compound	STRING::PTMOD::Gene:Gene	0.15379013121128082
bioarx::DrugVirGen:Compound:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.1534329354763031
GNBR::E::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.1532675176858902
GNBR::T::Compound:Disease	GNBR::V+::Gene:Gene	0.1528458297252655
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::CuG::Compound:Gene	0.15216663479804993
bioarx::DrugVirGen:Compound:Gene	GNBR::V+::Gene:Gene	0.15188731253147125
DGIDB::BINDER::Gene:Compound	GNBR::U::Gene:Disease	0.15170545876026154
GNBR::N::Compound:Gene	Hetionet::CuG::Compound:Gene	0.15081796050071716
GNBR::Z::Compound:Gene	GNBR::Q::Gene:Gene	0.15075908601284027
GNBR::Z::Compound:Gene	Hetionet::CuG::Compound:Gene	0.15063594281673431
Hetionet::CtD::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.1506342887878418
GNBR::Mp::Compound:Disease	GNBR::G::Gene:Disease	0.15013575553894043
DGIDB::CHANNEL BLOCKER::Gene:Compound	GNBR::B::Gene:Gene	0.14961110055446625
Hetionet::DaG::Disease:Gene	Hetionet::GcG::Gene:Gene	0.14958040416240692
GNBR::U::Gene:Disease	GNBR::H::Gene:Gene	0.1495765596628189
Hetionet::GiG::Gene:Gene	Hetionet::GpMF::Gene:Molecular Function	0.14954738318920135
Hetionet::CpD::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.14936871826648712
Hetionet::DrD::Disease:Disease	INTACT::CLEAVAGE REACTION::Gene:Gene	0.14928174018859863
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::PTMOD::Gene:Gene	0.148624986410141
GNBR::X::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.14794914424419403
INTACT::COLOCALIZATION::Gene:Gene	STRING::OTHER::Gene:Gene	0.1476062834262848
GNBR::E::Gene:Gene	GNBR::in_tax::Gene:Tax	0.14757095277309418
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.14732258021831512
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.146747425198555
GNBR::Te::Gene:Disease	Hetionet::GcG::Gene:Gene	0.1462601125240326
Hetionet::DpS::Disease:Symptom	Hetionet::AuG::Anatomy:Gene	0.14610300958156586
GNBR::X::Gene:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.1458432525396347
DGIDB::ANTIBODY::Gene:Compound	Hetionet::CtD::Compound:Disease	0.14564979076385498
DGIDB::BINDER::Gene:Compound	Hetionet::AeG::Anatomy:Gene	0.14559996128082275
DGIDB::AGONIST::Gene:Compound	GNBR::N::Compound:Gene	0.1446402668952942
Hetionet::DrD::Disease:Disease	Hetionet::GpCC::Gene:Cellular Component	0.1445157825946808
bioarx::HumGenHumGen:Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.1441156417131424
GNBR::N::Compound:Gene	STRING::CATALYSIS::Gene:Gene	0.14295993745326996
Hetionet::AuG::Anatomy:Gene	Hetionet::CdG::Compound:Gene	0.1427714228630066
bioarx::VirGenHumGen:Gene:Gene	GNBR::Mp::Compound:Disease	0.14262551069259644
GNBR::I::Gene:Gene	Hetionet::CpD::Compound:Disease	0.1424451768398285
DRUGBANK::ddi-interactor-in::Compound:Compound	STRING::INHIBITION::Gene:Gene	0.1423315852880478
GNBR::O::Compound:Gene	STRING::OTHER::Gene:Gene	0.14227378368377686
GNBR::E::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.14203932881355286
GNBR::Y::Gene:Disease	Hetionet::DrD::Disease:Disease	0.1419854611158371
DRUGBANK::enzyme::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.14194782078266144
GNBR::J::Compound:Disease	Hetionet::DdG::Disease:Gene	0.1418999433517456
Hetionet::GiG::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.14179472625255585
DRUGBANK::carrier::Compound:Gene	STRING::REACTION::Gene:Gene	0.14165860414505005
DGIDB::BLOCKER::Gene:Compound	Hetionet::CtD::Compound:Disease	0.14161774516105652
DRUGBANK::x-atc::Compound:Atc	GNBR::Z::Compound:Gene	0.1413063108921051
STRING::CATALYSIS::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.14118029177188873
DGIDB::ANTIBODY::Gene:Compound	Hetionet::GcG::Gene:Gene	0.14106300473213196
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	GNBR::A-::Compound:Gene	0.14102086424827576
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::CdG::Compound:Gene	0.14081496000289917
GNBR::Md::Gene:Disease	Hetionet::GpMF::Gene:Molecular Function	0.14051289856433868
DRUGBANK::x-atc::Compound:Atc	GNBR::B::Compound:Gene	0.1403857320547104
Hetionet::DpS::Disease:Symptom	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.140039324760437
GNBR::Ud::Gene:Disease	Hetionet::AeG::Anatomy:Gene	0.1398821920156479
DGIDB::OTHER::Gene:Compound	GNBR::T::Compound:Disease	0.13958051800727844
GNBR::E-::Compound:Gene	GNBR::Ud::Gene:Disease	0.13946650922298431
Hetionet::DdG::Disease:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.13941556215286255
GNBR::J::Compound:Disease	Hetionet::AeG::Anatomy:Gene	0.13901890814304352
GNBR::Te::Gene:Disease	Hetionet::CuG::Compound:Gene	0.13831588625907898
Hetionet::AdG::Anatomy:Gene	STRING::PTMOD::Gene:Gene	0.1381479650735855
GNBR::Pa::Compound:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.1379401832818985
Hetionet::GpBP::Gene:Biological Process	INTACT::DIRECT INTERACTION::Gene:Gene	0.13782386481761932
GNBR::Pr::Compound:Disease	STRING::INHIBITION::Gene:Gene	0.13776834309101105
bioarx::HumGenHumGen:Gene:Gene	GNBR::C::Compound:Disease	0.1376713216304779
GNBR::D::Gene:Disease	GNBR::Q::Gene:Gene	0.13753938674926758
GNBR::N::Compound:Gene	GNBR::B::Gene:Gene	0.13752643764019012
GNBR::U::Gene:Disease	GNBR::B::Gene:Gene	0.13708646595478058
GNBR::H::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.13678056001663208
GNBR::Ud::Gene:Disease	Hetionet::CpD::Compound:Disease	0.1367689073085785
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.13662829995155334
bioarx::Covid2_acc_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.13657544553279877
GNBR::K::Compound:Gene	Hetionet::AdG::Anatomy:Gene	0.13630209863185883
DGIDB::ANTIBODY::Gene:Compound	GNBR::J::Gene:Disease	0.13629694283008575
DGIDB::MODULATOR::Gene:Compound	Hetionet::DdG::Disease:Gene	0.13593420386314392
GNBR::A-::Compound:Gene	Hetionet::GcG::Gene:Gene	0.1359260231256485
GNBR::Y::Gene:Disease	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.13562165200710297
GNBR::T::Compound:Disease	Hetionet::PCiC::Pharmacologic Class:Compound	0.13557083904743195
Hetionet::AdG::Anatomy:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.13536259531974792
GNBR::E-::Compound:Gene	GNBR::Pr::Compound:Disease	0.1352350115776062
Hetionet::Gr>G::Gene:Gene	STRING::BINDING::Gene:Gene	0.13522054255008698
Hetionet::GpMF::Gene:Molecular Function	Hetionet::PCiC::Pharmacologic Class:Compound	0.13510408997535706
DRUGBANK::carrier::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.1350841373205185
Hetionet::AuG::Anatomy:Gene	Hetionet::GcG::Gene:Gene	0.1350145936012268
GNBR::E::Compound:Gene	GNBR::Pa::Compound:Disease	0.13480202853679657
DGIDB::CHANNEL BLOCKER::Gene:Compound	STRING::CATALYSIS::Gene:Gene	0.13472184538841248
DRUGBANK::x-atc::Compound:Atc	Hetionet::DaG::Disease:Gene	0.13451705873012543
GNBR::J::Gene:Disease	Hetionet::DuG::Disease:Gene	0.13394102454185486
GNBR::N::Compound:Gene	Hetionet::DlA::Disease:Anatomy	0.1338564157485962
DRUGBANK::ddi-interactor-in::Compound:Compound	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.13378873467445374
DGIDB::OTHER::Gene:Compound	GNBR::E+::Gene:Gene	0.1337360143661499
GNBR::Q::Gene:Gene	Hetionet::CrC::Compound:Compound	0.13372547924518585
DGIDB::CHANNEL BLOCKER::Gene:Compound	Hetionet::GpCC::Gene:Cellular Component	0.13368110358715057
Hetionet::AdG::Anatomy:Gene	STRING::OTHER::Gene:Gene	0.13366790115833282
bioarx::HumGenHumGen:Gene:Gene	Hetionet::DpS::Disease:Symptom	0.1335728019475937
bioarx::DrugHumGen:Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.1334858238697052
GNBR::E::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.13326461613178253
Hetionet::DlA::Disease:Anatomy	Hetionet::GcG::Gene:Gene	0.1330563873052597
GNBR::X::Gene:Disease	INTACT::ASSOCIATION::Compound:Gene	0.13293686509132385
GNBR::J::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.13293515145778656
bioarx::DrugVirGen:Compound:Gene	Hetionet::GpCC::Gene:Cellular Component	0.13239368796348572
Hetionet::GpMF::Gene:Molecular Function	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.13221921026706696
GNBR::N::Compound:Gene	GNBR::D::Gene:Disease	0.1319674700498581
bioarx::DrugHumGen:Compound:Gene	Hetionet::AuG::Anatomy:Gene	0.13186632096767426
bioarx::HumGenHumGen:Gene:Gene	GNBR::Y::Gene:Disease	0.1315644383430481
GNBR::O::Compound:Gene	GNBR::X::Gene:Disease	0.13155515491962433
GNBR::Q::Gene:Gene	GNBR::E::Gene:Gene	0.13129426538944244
GNBR::A+::Compound:Gene	INTACT::ASSOCIATION::Compound:Gene	0.13098937273025513
GNBR::Z::Compound:Gene	STRING::OTHER::Gene:Gene	0.1307634860277176
GNBR::X::Gene:Disease	Hetionet::CtD::Compound:Disease	0.1306600123643875
DGIDB::AGONIST::Gene:Compound	GNBR::E+::Compound:Gene	0.13062816858291626
bioarx::Covid2_acc_host_gene::Disease:Gene	DRUGBANK::x-atc::Compound:Atc	0.13058944046497345
Hetionet::GiG::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.1300434172153473
DGIDB::AGONIST::Gene:Compound	GNBR::A+::Compound:Gene	0.13004040718078613
GNBR::Mp::Compound:Disease	GNBR::Pr::Compound:Disease	0.12999671697616577
GNBR::X::Gene:Disease	INTACT::ASSOCIATION::Gene:Gene	0.12951545417308807
Hetionet::DaG::Disease:Gene	Hetionet::AdG::Anatomy:Gene	0.12949037551879883
DGIDB::BLOCKER::Gene:Compound	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.12947724759578705
GNBR::Y::Gene:Disease	GNBR::in_tax::Gene:Tax	0.12907372415065765
DRUGBANK::carrier::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.12905734777450562
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.12889061868190765
Hetionet::CtD::Compound:Disease	STRING::PTMOD::Gene:Gene	0.12887753546237946
GNBR::I::Gene:Gene	Hetionet::PCiC::Pharmacologic Class:Compound	0.12847422063350677
DGIDB::MODULATOR::Gene:Compound	DRUGBANK::x-atc::Compound:Atc	0.12822307646274567
DGIDB::AGONIST::Gene:Compound	Hetionet::CtD::Compound:Disease	0.12814739346504211
GNBR::Md::Gene:Disease	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.12808896601200104
GNBR::E::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.12807753682136536
GNBR::Ud::Gene:Disease	GNBR::W::Gene:Gene	0.12762698531150818
DGIDB::AGONIST::Gene:Compound	DRUGBANK::enzyme::Compound:Gene	0.1276060789823532
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.12755908071994781
GNBR::Pa::Compound:Disease	Hetionet::CcSE::Compound:Side Effect	0.12719295918941498
DGIDB::ACTIVATOR::Gene:Compound	Hetionet::AdG::Anatomy:Gene	0.1267555207014084
GNBR::O::Compound:Gene	Hetionet::GiG::Gene:Gene	0.12670212984085083
GNBR::C::Compound:Disease	INTACT::DIRECT INTERACTION::Gene:Gene	0.12646538019180298
Hetionet::DuG::Disease:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.12630225718021393
Hetionet::CtD::Compound:Disease	STRING::REACTION::Gene:Gene	0.12622228264808655
GNBR::J::Compound:Disease	GNBR::I::Gene:Gene	0.1260463297367096
GNBR::Y::Gene:Disease	INTACT::COLOCALIZATION::Gene:Gene	0.12582071125507355
Hetionet::DrD::Disease:Disease	STRING::CATALYSIS::Gene:Gene	0.12578563392162323
GNBR::Rg::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.12559355795383453
GNBR::G::Gene:Disease	Hetionet::DrD::Disease:Disease	0.12521569430828094
GNBR::E-::Compound:Gene	GNBR::U::Gene:Disease	0.12520146369934082
Hetionet::GpPW::Gene:Pathway	STRING::INHIBITION::Gene:Gene	0.12515005469322205
GNBR::J::Compound:Disease	GNBR::Te::Gene:Disease	0.12507325410842896
GNBR::B::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.12476977705955505
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.12446588277816772
GNBR::Rg::Gene:Gene	Hetionet::CdG::Compound:Gene	0.12432637065649033
DRUGBANK::treats::Compound:Disease	Hetionet::GcG::Gene:Gene	0.12432336062192917
DGIDB::MODULATOR::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.12429466098546982
bioarx::Coronavirus_ass_host_gene::Disease:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.12417902052402496
bioarx::Coronavirus_ass_host_gene::Disease:Gene	DGIDB::BINDER::Gene:Compound	0.12401778250932693
DGIDB::ACTIVATOR::Gene:Compound	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.1237790584564209
GNBR::O::Compound:Gene	Hetionet::GcG::Gene:Gene	0.12371165305376053
Hetionet::CrC::Compound:Compound	INTACT::ASSOCIATION::Gene:Gene	0.12356434762477875
DRUGBANK::ddi-interactor-in::Compound:Compound	Hetionet::DaG::Disease:Gene	0.12355922907590866
DRUGBANK::treats::Compound:Disease	GNBR::D::Gene:Disease	0.12350863963365555
bioarx::DrugHumGen:Compound:Gene	Hetionet::GiG::Gene:Gene	0.12348617613315582
GNBR::E::Compound:Gene	GNBR::O::Compound:Gene	0.12343435734510422
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.12342417985200882
DGIDB::PARTIAL AGONIST::Gene:Compound	GNBR::E::Compound:Gene	0.12313634157180786
DRUGBANK::carrier::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.12313131242990494
bioarx::HumGenHumGen:Gene:Gene	Hetionet::CcSE::Compound:Side Effect	0.12308504432439804
GNBR::N::Compound:Gene	GNBR::in_tax::Gene:Tax	0.12292991578578949
Hetionet::AdG::Anatomy:Gene	Hetionet::GpPW::Gene:Pathway	0.12286526709794998
Hetionet::CrC::Compound:Compound	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.1226421445608139
Hetionet::DaG::Disease:Gene	STRING::INHIBITION::Gene:Gene	0.12257805466651917
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	Hetionet::GpPW::Gene:Pathway	0.1224377378821373
GNBR::in_tax::Gene:Tax	Hetionet::PCiC::Pharmacologic Class:Compound	0.12243019044399261
Hetionet::CcSE::Compound:Side Effect	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.12230479717254639
DGIDB::ANTIBODY::Gene:Compound	GNBR::A+::Compound:Gene	0.12227689474821091
GNBR::A+::Compound:Gene	GNBR::J::Gene:Disease	0.12222844362258911
GNBR::E::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.12167546898126602
DGIDB::AGONIST::Gene:Compound	GNBR::J::Gene:Disease	0.12167186290025711
GNBR::L::Gene:Disease	Hetionet::CbG::Compound:Gene	0.1214437261223793
GNBR::B::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.12142816931009293
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DRUGBANK::carrier::Compound:Gene	0.12129995971918106
DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	GNBR::O::Compound:Gene	0.12127398699522018
DGIDB::MODULATOR::Gene:Compound	GNBR::Te::Gene:Disease	0.12104317545890808
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.12043438106775284
bioarx::DrugHumGen:Compound:Gene	DGIDB::INHIBITOR::Gene:Compound	0.12042569369077682
GNBR::Te::Gene:Disease	STRING::BINDING::Gene:Gene	0.12031035125255585
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	STRING::PTMOD::Gene:Gene	0.12016448378562927
DGIDB::INHIBITOR::Gene:Compound	STRING::INHIBITION::Gene:Gene	0.12007647007703781
GNBR::H::Gene:Gene	STRING::OTHER::Gene:Gene	0.11974672228097916
bioarx::DrugVirGen:Compound:Gene	GNBR::E-::Compound:Gene	0.11970332264900208
