relation_1	relation_2	pair-wise relation embedding cosine similarity
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.5710946321487427
GNBR::V+::Gene:Gene	GNBR::E+::Gene:Gene	0.5690434575080872
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::OTHER::Gene:Compound	0.5639746189117432
DRUGBANK::treats::Compound:Disease	GNBR::T::Compound:Disease	0.5537564754486084
INTACT::COLOCALIZATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.5482026934623718
GNBR::V+::Gene:Gene	GNBR::I::Gene:Gene	0.547003984451294
INTACT::ASSOCIATION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.5460737943649292
bioarx::HumGenHumGen:Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.536386251449585
DRUGBANK::enzyme::Compound:Gene	DRUGBANK::carrier::Compound:Gene	0.5324106812477112
GNBR::Rg::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.5250152349472046
DGIDB::INHIBITOR::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.5166339874267578
GNBR::B::Gene:Gene	GNBR::E::Gene:Gene	0.5117500424385071
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.508840799331665
DGIDB::OTHER::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.5079244375228882
STRING::ACTIVATION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.5078228116035461
GNBR::B::Compound:Gene	GNBR::O::Compound:Gene	0.5046336650848389
INTACT::COLOCALIZATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.4993395209312439
STRING::ACTIVATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.49478575587272644
DGIDB::BINDER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.49405181407928467
GNBR::Rg::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.49364736676216125
DGIDB::AGONIST::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.4933241903781891
STRING::CATALYSIS::Gene:Gene	STRING::PTMOD::Gene:Gene	0.49207332730293274
STRING::CATALYSIS::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.4845770001411438
Hetionet::GiG::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.4796552360057831
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ANTAGONIST::Gene:Compound	0.4790654182434082
bioarx::HumGenHumGen:Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.47743698954582214
DGIDB::OTHER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.47564905881881714
GNBR::Rg::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.47545427083969116
GNBR::V+::Gene:Gene	GNBR::B::Gene:Gene	0.47393327951431274
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::BINDER::Gene:Compound	0.4731241464614868
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.47311848402023315
GNBR::E+::Compound:Gene	GNBR::E-::Compound:Gene	0.4730806350708008
INTACT::COLOCALIZATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.47089827060699463
GNBR::Rg::Gene:Gene	Hetionet::GiG::Gene:Gene	0.4701443612575531
STRING::BINDING::Gene:Gene	STRING::PTMOD::Gene:Gene	0.4692903459072113
STRING::CATALYSIS::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.467555969953537
GNBR::B::Gene:Gene	GNBR::I::Gene:Gene	0.46619510650634766
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.46577009558677673
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.46422475576400757
GNBR::B::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4629773795604706
GNBR::B::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4592686891555786
GNBR::Rg::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.459184467792511
GNBR::B::Compound:Gene	GNBR::Z::Compound:Gene	0.4591703414916992
DGIDB::INHIBITOR::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.4588974714279175
bioarx::HumGenHumGen:Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.4583154022693634
GNBR::Q::Gene:Gene	STRING::OTHER::Gene:Gene	0.4567330777645111
GNBR::V+::Gene:Gene	GNBR::E::Gene:Gene	0.4537590742111206
STRING::BINDING::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.45329609513282776
Hetionet::GiG::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.4528469443321228
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.4524259567260742
DGIDB::OTHER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.45152801275253296
STRING::INHIBITION::Gene:Gene	STRING::BINDING::Gene:Gene	0.4496593475341797
INTACT::COLOCALIZATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.44809699058532715
INTACT::CLEAVAGE REACTION::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.4467695653438568
STRING::REACTION::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.4438556730747223
GNBR::O::Compound:Gene	GNBR::Z::Compound:Gene	0.4425543546676636
GNBR::B::Gene:Gene	Hetionet::GiG::Gene:Gene	0.44212186336517334
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.4418479800224304
GNBR::E::Compound:Gene	GNBR::B::Compound:Gene	0.4362582564353943
GNBR::V+::Gene:Gene	GNBR::Q::Gene:Gene	0.43619221448898315
GNBR::B::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.4348065257072449
GNBR::N::Compound:Gene	GNBR::K::Compound:Gene	0.4343428313732147
GNBR::K::Compound:Gene	GNBR::E-::Compound:Gene	0.4341871738433838
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.4338291585445404
bioarx::HumGenHumGen:Gene:Gene	GNBR::Rg::Gene:Gene	0.4321901798248291
GNBR::I::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.4312272071838379
DGIDB::BINDER::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.43078726530075073
GNBR::B::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.42710742354393005
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.42657190561294556
GNBR::E::Compound:Gene	GNBR::N::Compound:Gene	0.4254661500453949
GNBR::Q::Gene:Gene	GNBR::I::Gene:Gene	0.42374104261398315
INTACT::DIRECT INTERACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.4231082797050476
GNBR::Q::Gene:Gene	GNBR::E::Gene:Gene	0.4224826395511627
STRING::REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.4221915900707245
Hetionet::GiG::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.42184019088745117
Hetionet::CbG::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.41888898611068726
GNBR::V+::Gene:Gene	STRING::OTHER::Gene:Gene	0.4174531102180481
GNBR::Rg::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.4166276752948761
STRING::REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.41488850116729736
GNBR::I::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.41349780559539795
GNBR::I::Gene:Gene	Hetionet::GiG::Gene:Gene	0.41139379143714905
GNBR::Q::Gene:Gene	GNBR::B::Gene:Gene	0.41121354699134827
DRUGBANK::target::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.41056978702545166
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.4099659323692322
GNBR::I::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.40975719690322876
GNBR::N::Compound:Gene	Hetionet::CbG::Compound:Gene	0.40854138135910034
GNBR::Q::Gene:Gene	GNBR::E+::Gene:Gene	0.40783748030662537
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.40640226006507874
GNBR::E+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.40460658073425293
bioarx::DrugHumGen:Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.40280625224113464
DGIDB::OTHER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.4023091197013855
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.4019972085952759
DGIDB::AGONIST::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.40117281675338745
GNBR::A-::Compound:Gene	GNBR::E-::Compound:Gene	0.400834321975708
INTACT::ASSOCIATION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.39885658025741577
DGIDB::BINDER::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.3987733721733093
DGIDB::OTHER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.39616453647613525
GNBR::I::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.39548248052597046
GNBR::Rg::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.3949752449989319
INTACT::PHYSICAL ASSOCIATION::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.39408016204833984
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.391017884016037
STRING::INHIBITION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.39011648297309875
GNBR::Rg::Gene:Gene	GNBR::B::Gene:Gene	0.389679491519928
DRUGBANK::target::Compound:Gene	GNBR::N::Compound:Gene	0.3896297812461853
GNBR::Q::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3885824978351593
INTACT::ASSOCIATION::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.38781213760375977
GNBR::E::Compound:Gene	GNBR::O::Compound:Gene	0.3864184021949768
GNBR::B::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.38607680797576904
INTACT::COLOCALIZATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.38144317269325256
GNBR::B::Gene:Gene	STRING::BINDING::Gene:Gene	0.3792378306388855
Hetionet::GiG::Gene:Gene	STRING::BINDING::Gene:Gene	0.37658822536468506
bioarx::HumGenHumGen:Gene:Gene	GNBR::B::Gene:Gene	0.3765612542629242
DGIDB::BINDER::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.37629005312919617
GNBR::I::Gene:Gene	STRING::BINDING::Gene:Gene	0.3752371370792389
GNBR::Rg::Gene:Gene	GNBR::I::Gene:Gene	0.37498167157173157
DGIDB::AGONIST::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.3749048113822937
GNBR::B::Gene:Gene	STRING::PTMOD::Gene:Gene	0.37462303042411804
GNBR::Rg::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.3740001320838928
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.37380915880203247
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.373030424118042
GNBR::I::Gene:Gene	GNBR::E+::Gene:Gene	0.3730298578739166
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.37240439653396606
bioarx::DrugHumGen:Compound:Gene	GNBR::N::Compound:Gene	0.3718318045139313
GNBR::E+::Gene:Gene	STRING::OTHER::Gene:Gene	0.3715851902961731
GNBR::A-::Compound:Gene	Hetionet::CbG::Compound:Gene	0.37080174684524536
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.3685777187347412
DRUGBANK::target::Compound:Gene	GNBR::A-::Compound:Gene	0.3660571873188019
DRUGBANK::enzyme::Compound:Gene	GNBR::N::Compound:Gene	0.36581525206565857
DGIDB::OTHER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.36381179094314575
bioarx::DrugHumGen:Compound:Gene	GNBR::A-::Compound:Gene	0.36081138253211975
GNBR::Q::Gene:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.3603851795196533
GNBR::Q::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.3598378896713257
DGIDB::BLOCKER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.3596116900444031
DGIDB::BINDER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.3556622862815857
DGIDB::AGONIST::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.35111579298973083
DGIDB::AGONIST::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.351017564535141
DGIDB::AGONIST::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.35066327452659607
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.34926465153694153
INTACT::COLOCALIZATION::Gene:Gene	STRING::OTHER::Gene:Gene	0.34837231040000916
GNBR::K::Compound:Gene	GNBR::B::Compound:Gene	0.3478702902793884
GNBR::E+::Compound:Gene	GNBR::B::Compound:Gene	0.347258061170578
GNBR::V+::Gene:Gene	GNBR::H::Gene:Gene	0.34716925024986267
GNBR::E::Compound:Gene	GNBR::A+::Compound:Gene	0.3463321626186371
GNBR::A+::Compound:Gene	Hetionet::CbG::Compound:Gene	0.34603703022003174
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::OTHER::Gene:Gene	0.345673531293869
INTACT::ASSOCIATION::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.34493041038513184
GNBR::K::Compound:Gene	GNBR::O::Compound:Gene	0.34458300471305847
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.3434552550315857
GNBR::Q::Gene:Gene	Hetionet::GiG::Gene:Gene	0.34324511885643005
STRING::REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.34309232234954834
GNBR::I::Gene:Gene	STRING::PTMOD::Gene:Gene	0.3430075943470001
DGIDB::BLOCKER::Gene:Compound	DGIDB::ANTIBODY::Gene:Compound	0.34218764305114746
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.34101125597953796
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.34089839458465576
Hetionet::GiG::Gene:Gene	STRING::PTMOD::Gene:Gene	0.340494304895401
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.3385767936706543
GNBR::Rg::Gene:Gene	STRING::OTHER::Gene:Gene	0.33854690194129944
GNBR::N::Compound:Gene	GNBR::E+::Compound:Gene	0.33710724115371704
GNBR::E+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.3364456295967102
INTACT::PHYSICAL ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3360978066921234
GNBR::B::Gene:Gene	INTACT::ASSOCIATION::Gene:Gene	0.33600670099258423
GNBR::Rg::Gene:Gene	GNBR::E+::Gene:Gene	0.3356574475765228
DRUGBANK::target::Compound:Gene	GNBR::A+::Compound:Gene	0.3354182243347168
GNBR::E::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.33516237139701843
bioarx::HumGenHumGen:Gene:Gene	GNBR::I::Gene:Gene	0.3340250253677368
GNBR::E-::Compound:Gene	Hetionet::CbG::Compound:Gene	0.3338790237903595
DGIDB::INHIBITOR::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.33386480808258057
INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.333747923374176
GNBR::I::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.3334636986255646
GNBR::Rg::Gene:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.33124595880508423
GNBR::K::Compound:Gene	GNBR::A-::Compound:Gene	0.33105164766311646
GNBR::Q::Gene:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.33095255494117737
GNBR::V+::Gene:Gene	GNBR::W::Gene:Gene	0.3308906853199005
INTACT::ASSOCIATION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3306373357772827
GNBR::B::Gene:Gene	STRING::ACTIVATION::Gene:Gene	0.3305194675922394
GNBR::I::Gene:Gene	GNBR::E::Gene:Gene	0.3292483687400818
DRUGBANK::carrier::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.3289662003517151
GNBR::I::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.32814905047416687
INTACT::COLOCALIZATION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.3279198706150055
GNBR::V+::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.32762596011161804
GNBR::V+::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.326753169298172
bioarx::HumGenHumGen:Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3264384865760803
INTACT::COLOCALIZATION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.32494741678237915
GNBR::E+::Gene:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.3247491121292114
GNBR::A+::Compound:Gene	GNBR::E-::Compound:Gene	0.323597252368927
GNBR::E+::Gene:Gene	GNBR::W::Gene:Gene	0.3233933746814728
DRUGBANK::enzyme::Compound:Gene	GNBR::E-::Compound:Gene	0.32227015495300293
DGIDB::BINDER::Gene:Compound	DGIDB::PARTIAL AGONIST::Gene:Compound	0.3222011923789978
GNBR::Rg::Gene:Gene	GNBR::E::Gene:Gene	0.32198870182037354
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.321871817111969
GNBR::B::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.3217068612575531
Hetionet::CbG::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.3211670517921448
GNBR::H::Gene:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.32062283158302307
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::OTHER::Gene:Gene	0.31972017884254456
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3195610046386719
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::CATALYSIS::Gene:Gene	0.31894803047180176
DRUGBANK::target::Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.3187738358974457
INTACT::DIRECT INTERACTION::Gene:Gene	STRING::INHIBITION::Gene:Gene	0.31863081455230713
GNBR::E+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.318629652261734
DGIDB::INHIBITOR::Gene:Compound	DGIDB::AGONIST::Gene:Compound	0.31802406907081604
bioarx::HumGenHumGen:Gene:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.31779661774635315
bioarx::DrugHumGen:Compound:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.31768113374710083
GNBR::E::Compound:Gene	GNBR::A-::Compound:Gene	0.3173157572746277
GNBR::B::Compound:Gene	GNBR::E-::Compound:Gene	0.3167370855808258
GNBR::V+::Gene:Gene	Hetionet::GiG::Gene:Gene	0.3159712851047516
DGIDB::ANTAGONIST::Gene:Compound	DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	0.3159438371658325
DRUGBANK::enzyme::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.3156062960624695
GNBR::H::Gene:Gene	STRING::OTHER::Gene:Gene	0.3155946135520935
GNBR::Q::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.3154876232147217
DRUGBANK::enzyme::Compound:Gene	GNBR::A-::Compound:Gene	0.3154723346233368
DGIDB::INHIBITOR::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.31459444761276245
GNBR::B::Gene:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.3141520619392395
DGIDB::BLOCKER::Gene:Compound	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	0.31366097927093506
DGIDB::BLOCKER::Gene:Compound	DGIDB::ACTIVATOR::Gene:Compound	0.3133150339126587
bioarx::HumGenHumGen:Gene:Gene	GNBR::V+::Gene:Gene	0.3127952516078949
GNBR::I::Gene:Gene	STRING::REACTION::Gene:Gene	0.31277188658714294
DGIDB::MODULATOR::Gene:Compound	DGIDB::BLOCKER::Gene:Compound	0.3125537633895874
GNBR::E::Compound:Gene	GNBR::Z::Compound:Gene	0.31251242756843567
GNBR::A+::Compound:Gene	GNBR::B::Compound:Gene	0.3117436170578003
INTACT::PHOSPHORYLATION REACTION::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3099837005138397
INTACT::ASSOCIATION::Gene:Gene	STRING::OTHER::Gene:Gene	0.30981409549713135
DGIDB::OTHER::Gene:Compound	DGIDB::CHANNEL BLOCKER::Gene:Compound	0.30970990657806396
INTACT::UBIQUITINATION REACTION::Gene:Gene	STRING::BINDING::Gene:Gene	0.3088167607784271
bioarx::HumGenHumGen:Gene:Gene	GNBR::Q::Gene:Gene	0.307668536901474
GNBR::A+::Compound:Gene	GNBR::E+::Compound:Gene	0.3075900673866272
INTACT::CLEAVAGE REACTION::Gene:Gene	STRING::PTMOD::Gene:Gene	0.30732113122940063
DRUGBANK::target::Compound:Gene	GNBR::E-::Compound:Gene	0.3070180118083954
STRING::CATALYSIS::Gene:Gene	STRING::EXPRESSION::Gene:Gene	0.3068946897983551
DGIDB::INHIBITOR::Gene:Compound	DGIDB::MODULATOR::Gene:Compound	0.3067587912082672
